1	65536	308.334	53.1616	436.249	757.553	328.796	414.49	0	1	48	
2	51496	265.38	31.7986	390.186	760.952	340.376	406.498	0	1.96376	63.4202	
3	44722	263.204	25.1181	412.66	803.251	372.524	430.504	0	2.90246	78.4394	
4	40463	268.467	22.4959	413.884	793.688	412.574	469.664	0	3.81005	92.9608	
5	37442	266.893	23.4763	472.437	807.649	417.152	483.575	0	4.68565	106.97	
6	35141	240.147	22.3338	495.29	847.358	413.762	508.267	0	5.54626	120.74	
7	33306	236.234	79.2092	545.637	916.381	475.77	504.594	0	6.39185	134.27	
8	31795	253.593	82.9769	517.188	923.604	513.037	559.113	0	7.21025	147.364	
9	30518	235.173	95.8378	577.397	937.119	545.481	533.325	0	8.02209	160.353	
10	29420	228.076	87.1992	543.202	954.555	559.789	579.232	0	8.81557	173.049	
11	28461	238.748	76.8292	553.037	963.388	539.616	575.243	0	9.59885	185.582	
12	27612	248.298	77.4361	553.781	991.525	577.756	632.044	0	10.3779	198.046	
13	26854	292.88	95.674	593.394	1036.53	575.519	630.744	0	11.13	210.079	
14	26171	224.179	98.4541	631.959	1198.08	698.598	715.105	0	11.8655	221.849	
15	25550	240.822	103.851	615.264	1094.13	637.847	640.744	0	12.6131	233.809	
16	24983	283.233	96.4906	630.389	1083.74	679.862	647.76	0	13.338	245.408	
17	24462	225.697	94.8362	619.328	1024.9	669.692	630.897	0	14.0719	257.15	
18	23980	243.078	96.46	611.843	1023.14	699.291	646.372	0	14.7937	268.699	
19	23534	239.866	92.2696	626.923	1005.95	678.593	668.267	0	15.4859	279.774	
20	23117	247.74	98.3346	670.545	1046.16	797.465	753.428	0	16.2008	291.213	
21	22728	249.868	105.773	725.229	1049.15	670.275	666.183	0	16.9137	302.619	
22	22364	224.155	88.5311	727.106	1058.62	713.871	677.383	0	17.592	313.472	
23	22020	296.503	81.1713	640.372	1065.26	701.499	702.634	0	18.2887	324.62	
24	21697	247.454	84.9292	646.403	1152	694.658	703.646	0	18.9611	335.378	
25	21391	265.111	76.6977	628.676	1133.05	648.03	692.581	0	19.6333	346.133	
26	21101	234.681	77.6613	624.473	1119.62	625.61	680.442	0	20.3043	356.87	
27	20826	227.552	74.9793	634.111	1119.71	626.573	700.807	0	20.9503	367.205	
28	20564	229.819	74.9733	669.471	1169.28	687.22	766.291	0	21.6334	378.134	
29	20315	241.25	77.1419	686.832	1174.99	670.293	743.588	0	22.2667	388.267	
31	19849	261.525	80.6817	680.286	1199.3	719.532	755.554	0	23.5811	409.297	
32	19631	239.264	84.0269	676.787	1190.01	748.714	761.245	0	24.2293	419.669	
33	19422	238.338	81.9798	685.048	1225.41	795.644	777.623	0	24.864	429.823	
35	19028	239.594	85.2113	1069.42	1173.9	800.61	745.848	0	26.1692	450.707	
36	18843	238.285	85.9028	816.324	1202.2	842.966	776.84	0	26.817	461.072	
38	18492	246.215	83.6791	841.769	1280.99	867.618	815.704	0	28.05	480.799	
40	18165	235.563	79.7399	855.051	1217.78	904.762	858.519	0	29.2828	500.525	
41	18009	245.211	81.955	813.038	1259.7	865.456	843.412	0	29.9217	510.746	
43	17714	228.971	79.5574	834.82	1214.41	829.288	862.877	0	31.0972	529.555	
45	17436	224.88	74.3519	840.101	1242.26	849.335	885.524	0	32.3384	549.415	
47	17174	230.29	74.0246	846.978	1290.56	861.069	910.097	0	33.5734	569.174	
49	16927	219.826	70.9035	834.111	1324.39	872.039	961.718	0	34.7731	588.37	
52	16580	229.131	67.7786	849.457	1353.44	868.154	963.812	0	36.5547	616.875	
54	16364	226.045	64.9891	824.248	1325.65	855.964	1057.81	0	37.6897	635.036	
56	16159	237.948	65.9816	855.994	1393.09	862.182	1035.71	0	38.8484	653.574	
59	15868	267.583	64.0208	893.307	1475.49	875.347	1067.24	0	40.6111	681.778	
61	15685	257.571	61.5447	905.834	1482.24	860.249	1098.44	0	41.8304	701.287	
64	15425	272.934	61.3412	896.856	1503.6	888.039	1120.26	0	43.4418	727.069	
67	15181	231.21	60.9894	921.547	1492	959.818	1122.46	0	45.1437	754.299	
70	14952	222.512	61.8971	961.878	1543.87	998.194	1171.01	0	46.7887	780.62	
73	14735	238.548	62.349	1011.33	1515.3	1091.35	1160.37	0	48.4854	807.766	
76	14530	250.379	62.6535	1102.2	1512.25	1143.63	1134.48	0	50.1263	834.021	
79	14336	235.631	63.0386	1047.57	1493.23	1156.81	1116.77	0	51.7744	860.391	
83	14092	239.356	60.5676	1115.88	1446.49	1267.74	1167.61	0	53.978	895.648	
87	13863	217.63	57.5276	1113.47	1549.88	1307.8	1202.19	0	56.1519	930.431	
91	13648	227.799	58.8429	1177.32	1563.82	1333.75	1201.27	0	58.2329	963.727	
95	13445	215.247	58.1887	1204.24	1627.52	1319.08	1267.24	0	60.3623	997.797	
99	13253	251.566	51.5896	1148.42	1690.11	1307.48	1435.45	0	62.4149	1030.64	
103	13072	224.373	53.5236	1171.44	1724.07	1368.34	1424.42	0	64.5991	1065.59	
108	12858	236.506	48.8102	1172.66	1783.25	1370.12	1438.56	0	67.0874	1105.4	
112	12697	213.357	48.1687	1177.36	1848.94	1346.3	1442.15	0	69.093	1137.49	
117	12505	225.59	47.1757	1200.32	1859.18	1312.2	1489.8	0	71.6474	1178.36	
123	12290	263.141	46.1589	1197.31	1962.9	1311.96	1593.33	0	74.6239	1225.98	
128	12120	222.112	44.5918	1176.9	1967.24	1266.75	1601.24	0	77.1314	1266.1	
134	11929	222.064	43.7345	1187.44	2102.19	1270.68	1680.11	0	80.1442	1314.31	
140	11748	221.91	45.2916	1283.62	2145.47	1330.18	1798.52	0	83.1814	1362.9	
146	11578	222.577	44.9808	1234.32	2231.13	1283.12	1835.12	0	85.9059	1406.5	
152	11417	263.817	41.781	1220.37	2210.13	1350	1881.58	0	88.7255	1451.61	
159	11240	215.125	44.3648	2324.47	2535.41	1578.11	2012.28	0	92.1986	1507.18	
166	11073	220.085	44.4944	1777.57	2346.07	1733.68	1971.73	0	95.376	1558.02	
173	10915	219.056	46.4859	1925.15	2390.66	1840.13	1902.89	0	98.6879	1611.01	
181	10744	223.008	48.0556	1995.44	2292.16	1989.2	1876.86	0	102.287	1668.59	
189	10584	237.528	47.3981	1997.26	2243.29	2144.94	1866.21	0	105.988	1727.81	
197	10432	250.383	47.8331	2059.82	2362.83	2151.74	1914.4	0	109.585	1785.36	
206	10272	311.04	47.125	2050.82	2397.59	2122.37	1964.56	0	113.671	1850.74	
215	10120	230.237	43.931	2070.16	2503.36	2337.35	2152.27	0	117.643	1914.29	
225	9961	277.583	43.5039	2214.03	2680.86	2355.79	2228.79	0	122.101	1985.62	
235	9812	298.92	44.7442	2183.86	2634.83	2238.59	2154.5	0	126.586	2057.37	
245	9670	219.752	40.7277	2208.48	3103.31	2314.48	2698.24	0	130.737	2123.79	
256	9524	270.79	39.3176	2269.53	2950.55	2209.79	2368.96	0	135.414	2198.62	
267	9385	274.267	40.9176	2282.37	3048.8	2227.06	2516.57	0	140.059	2272.94	
279	9243	230.228	37.8176	2313.43	3215.84	2293.3	2699.45	0	145.08	2353.29	
292	9098	283.799	38.4263	2371.51	3487.47	2250.71	2813.37	0	150.697	2443.16	
304	8971	268.978	36.5601	2296.96	3560.47	2218.7	2928.66	0	155.585	2521.36	
318	8832	291.327	35.7569	2264.27	3856.77	2204.6	3179.69	0	161.378	2614.05	
332	8700	227.126	35.3088	2356.78	3753.79	2068.97	3173.56	0	166.906	2702.49	
347	8568	227.474	36.2612	2415.27	4122.32	2107.14	3417.95	0	173.012	2800.2	
362	8442	247.69	34.4188	2483.53	4462.69	2277.78	3808.81	0	178.918	2894.69	
378	8316	230.76	36.1196	2615.68	4372.78	2400.67	3692.64	0	185.207	2995.32	
395	8190	237.363	39.9134	2813.92	4211.11	2918.68	3649.21	0	191.551	3096.81	
412	8071	252.261	43.6899	3185.35	4738.32	3596.83	3831.74	0	198.164	3202.62	
431	7945	270.485	46.7749	3268.97	3774.07	3603.27	3217.62	0	205.362	3317.79	
450	7827	242.749	44.7951	3523.06	4034.11	3709.08	3280.31	0	212.587	3433.39	
470	7710	226.07	41.8997	3358.5	4164.72	3796.5	3450.45	0	219.886	3550.17	
490	7599	219.897	40.1433	3527.17	4204.63	3797.87	3480.85	0	227.395	3670.32	
512	7483	224.776	42.227	3377.39	4257.12	3754.24	3624.21	0	235.607	3801.71	
535	7370	234.735	38.5851	3619.54	4381.14	3862.96	3934.33	0	243.758	3932.12	
558	7263	225.527	41.6833	3756.71	4821.97	3956.22	4069.12	0	251.994	4063.91	
583	7153	220.327	36.6963	3644.48	4965.75	3942.96	4683.77	0	260.909	4206.54	
609	7045	238.325	38.0896	3759.97	5924.63	4117.39	4799.15	0	269.808	4348.93	
636	6940	230.403	37.2347	3773.05	5600.58	4026.22	4994.09	0	279.151	4498.41	
664	6836	253.511	35.7026	3788.18	6206.11	4096.55	5349.62	0	288.448	4647.17	
693	6735	250.78	35.4258	3781.29	6327.99	3968.37	5597.33	0	298.473	4807.56	
724	6634	230.027	37.0459	4023.97	6653.6	3844.44	5894.48	0	308.993	4975.89	
756	6535	228.462	34.013	7665.19	7442.08	4041.62	6644.68	0	319.422	5142.75	
790	6435	230.769	33.2291	5012.43	7634.5	3706.45	6725.1	0	330.815	5325.03	
825	6339	231.898	33.5715	5289.95	8703.58	3995.11	7770.78	0	341.786	5500.58	
861	6246	229.907	32.9584	5101.5	8818.76	3710.85	8117.68	0	353.177	5682.83	
899	6152	236.834	33.7217	5224.15	9369.8	3854.03	8494.15	0	365.005	5872.08	
939	6060	225.248	36.9022	6150	8995.71	4499.67	8081.85	0	377.783	6076.53	
981	5968	223.19	41.0268	6746.15	7971.35	5727.38	7041.55	0	390.688	6283.01	
1024	5880	232.143	40.7849	7243.71	7026.19	6378.06	6168.71	0	403.729	6491.66	
1069	5793	241.671	42.3719	7354.91	7162.44	7011.57	6224.58	0	417.32	6709.12	
1117	5705	230.5	39.9902	7481.68	7264.86	6770.2	6358.11	0	431.37	6933.93	
1166	5620	241.637	39.5013	7495.55	7694.66	7079.36	6874.02	0	445.55	7160.79	
1218	5536	226.698	39.2445	7486.45	8106.94	6863.26	7119.04	0	460.895	7406.32	
1272	5453	229.048	38.2763	7719.24	8477.9	6924.26	7627.73	0	476.166	7650.66	
1328	5372	233.619	34.073	7546.35	9155.62	7167.35	8132.91	0	492.156	7906.5	
1387	5291	234.738	34.5076	8025.14	9754.87	7246.27	8766.02	0	508.616	8169.85	
1448	5212	238.104	34.5516	7871.45	10328.5	7262.09	9315.43	0	525.95	8447.2	
1512	5135	256.475	34.4342	7921.52	11130.1	7174.49	9863.29	0	542.581	8713.3	
1579	5058	232.898	32.4418	8022.54	11924.1	7231.12	11641.6	0	560.971	9007.54	
1649	4982	225.211	33.5511	8474.71	13901.2	7173.22	11494	0	579.446	9303.13	
1722	4907	235.786	32.3519	8288.36	13963.3	7235.58	12541.3	0	598.914	9614.63	
1798	4834	234.795	32.0948	9563.51	15251.3	7206.66	13840.3	0	618.21	9923.37	
1878	4762	223.436	32.0717	8577.7	16512.8	7338.09	15186.1	0	638.681	10250.9	
1961	4691	225.751	32.8472	8998.08	17886.2	7013.86	16440.8	0	658.752	10572	
2048	4620	234.199	32.5999	8814.5	19695	6933.98	18420.3	0	681.06	10929	
2139	4551	229.84	32.3889	8698.09	23658.5	6767.74	21923.5	0.000439464	702.809	11276.9	
2233	4483	223.511	33.6356	8611.64	23855.5	6714.25	22517.5	0.00959179	720.436	11559	
2332	4416	234.601	34.5545	8449.95	23159.6	6329.26	21493	0.154665	661.453	10615.3	
2435	4350	222.299	38.9967	5802.99	12830.1	5356.09	12001.6	0.604598	433.772	6972.36	
2543	4285	224.271	40.6141	4932.79	5014.7	4727.19	4334.89	0.944691	274.247	4419.95	
2656	4221	224.118	39.1409	4745.32	4147.36	5074.86	3666.67	0.998342	278.268	4484.29	
2774	4157	222.035	37.5681	5012.75	5091.89	5344.24	4161.41	1	312.381	5030.1	
2896	4096	240.967	37.8359	5456.05	5454.59	5645.02	4777.59	1	347.391	5590.25	
3025	4034	233.019	36.2905	5713.19	6253.1	5874.32	6064.95	1	383.619	6169.9	
3158	3974	222.949	35.0209	6164.32	7298.69	6002.26	6427.03	1	419.492	6743.88	
3298	3915	235.249	35.2843	6307.54	8205.87	6463.6	7339.72	1	456.618	7337.89	
3444	3856	236.255	34.1002	6389.52	9605.03	6731.33	8892.12	1	494.671	7946.73	
3597	3798	232.491	33.4187	7307.79	11600.3	6719.06	10389.4	1	533.727	8571.63	
3756	3741	233.895	32.2118	8708.9	13588.6	6908.85	12389.2	1	574.091	9217.45	
3922	3686	226.804	32.6659	9036.63	15960.4	6875.47	14789.7	1	614.109	9857.74	
4096	3630	228.65	31.9149	9295.59	18986.2	6774.93	17940.2	1	656.501	10536	
4277	3576	224.553	32.1063	9235.18	23769.9	6956.38	21998.9	1.00196	697.89	11198.2	
4467	3522	234.242	32.3042	9003.98	24048.6	6340.43	24436.1	1.13856	668.846	10733.5	
